,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
1490,Funkcjonalne mieszkanie na kameralnym osiedlu!,"Gdynia, Chwarzno-Wiczlino, Janki Bryla",585 000 zł,10 904 zł/m²,"53,65",2,"Piętro
3/3",balkon,zapytaj,wtórny,2014,blok,tak,miejskie
1491,Mieszkanie - Gdynia Chylonia,"Gdynia, Chylonia",415 000 zł,7 728 zł/m²,"53,7",3,"Piętro
6/10",balkon,zapytaj,wtórny,1975,blok,tak,miejskie
1492,Piękne mieszkanie na parterze na gdyńskim Oksywiu,"Gdynia, pomorskie",494 640 zł,9 610 zł/m²,"51,47",3,"Piętro
parter/4",zapytaj,zapytaj,pierwotny,2022,brak,nie,zapytaj
1493,Oferta promocyjna na Oksywie,"Gdynia, pomorskie",534 540 zł,9 136 zł/m²,"58,51",4,"Piętro
2/4",zapytaj,zapytaj,pierwotny,2022,brak,nie,zapytaj
1494,Nowe 4 pokojowe mieszkanie z tarasem i ogródkiem,"Gdynia, pomorskie",506 950 zł,8 765 zł/m²,"57,84",4,"Piętro
parter/3",zapytaj,zapytaj,pierwotny,2022,blok,nie,zapytaj
1495,"Atrakcyjne 3 pok., cisza, duży balkon","Gdynia, Pogórze, adm. J. Unruga",399 000 zł,6 343 zł/m²,"62,9",3,"Piętro
4/4",balkon,zapytaj,wtórny,1988,blok,nie,miejskie
1496,Gdynia Działki Leśne,"Gdynia, Działki Leśne, ul. Warszawska",450 000 zł,9 430 zł/m²,"47,72",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1980,blok,nie,miejskie
1497,Sprzedam spółdzielczo własnościowe Gdynia Karwiny,"Gdynia, Karwiny",549 000 zł,8 814 zł/m²,"62,29",3,"Piętro
3/4",balkon,zapytaj,wtórny,1989,blok,nie,miejskie
1498,mozliwość zakupu przez obcokrajowców !!!,"Gdynia, Oksywie",294 000 zł,9 216 zł/m²,"31,9",2,"Piętro
2/4",zapytaj,zapytaj,wtórny,1995,blok,nie,miejskie
1499,"Super Lokalizacja, Super Nieruchomość","Gdynia, Obłuże",420 000 zł,9 130 zł/m²,46,3,"Piętro
6/10",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
1500,Sprzedaż Lub Zamiana Na Dom Dwurodzinny,"Gdynia, Obłuże",450 000 zł,8 571 zł/m²,"52,5",3,"Piętro
5/10",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
1501,Mieszkanie po remoncie 2 pokoje na Dąbrowie,"Gdynia, Dąbrowa, Gorczycowa",400 000 zł,9 259 zł/m²,"43,2",2,"Piętro
1/3",balkon,zapytaj,wtórny,1998,blok,nie,elektryczne
1502,2 odrębne mieszkania Gdynia Mały Kack ogród,"Gdynia, Mały Kack, Lidzka",800 000 zł,4 618 zł/m²,"173,22",5,"Piętro
parter/1","balkon, ogródek",zapytaj,wtórny,brak,dom,nie,zapytaj
1503,"Wzgórze Św. Maksymiliana, kawalerka 32m2","Elizy Orzeszkowej, Gdynia, pomorskie",350 000 zł,10 938 zł/m²,32,1,"Piętro
2/4",zapytaj,zapytaj,wtórny,1939,kamienica,nie,elektryczne
1504,"Przestrzeń inwestycyjna 278m2, ogrody, przy lesie","Gdynia, Mały Kack, Kłajpedzka",3 018 000 zł,10 837 zł/m²,"278,5",7,"Piętro
1/4",ogródek,garaż/miejsce parkingowe,wtórny,2006,brak,nie,zapytaj
1505,Centrum Gdyni,"Gdynia, Kamienna Góra, Ignacego Krasickiego",595 000 zł,11 039 zł/m²,"53,9",3,"Piętro
3/10",balkon,zapytaj,wtórny,1969,blok,tak,miejskie
1506,Dwa pokoje w ścisłym centrum Gdyni,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599 000 zł,13 412 zł/m²,"44,66",2,"Piętro
parter/3",ogródek,zapytaj,wtórny,1929,kamienica,nie,gazowe
1507,Idealna inwestycja w centrum Gdyni!,"3 Maja, Gdynia, pomorskie",490 000 zł,10 652 zł/m²,46,3,"Piętro
3/10",balkon,zapytaj,wtórny,1965,blok,tak,miejskie
1508,Interesujące mieszkanie dwupoziomowe w Gdyni!,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",799 000 zł,11 414 zł/m²,70,3,"Piętro
1/2",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1509,2-pokojowe mieszkanie na parterze,"Wejherowska, Gdynia, pomorskie",369 000 zł,8 786 zł/m²,42,2,"Piętro
parter",zapytaj,zapytaj,wtórny,brak,brak,nie,miejskie
1510,"Apartament z ogródkiem dla rodziny z dziećmi, osie","Gdynia, Chwarzno-Wiczlino, Władysława Kańskiego",699 000 zł,10 922 zł/m²,64,3,"Piętro
parter/3",zapytaj,zapytaj,wtórny,2011,brak,nie,zapytaj
1511,Wyjątkowy apartament blisko lasu!,"Gdynia, Działki Leśne, Wolności",1 199 000 zł,17 153 zł/m²,"69,9",3,"Piętro
1/2",zapytaj,zapytaj,pierwotny,2021,brak,nie,zapytaj
1512,Przestronne 4-pokojowe mieszkanie w Gdyni,"Gdynia, Chwarzno-Wiczlino, Franciszka Sokoła",1 090 000 zł,10 771 zł/m²,"101,2",4,"Piętro
parter/1",zapytaj,zapytaj,wtórny,2000,brak,nie,zapytaj
1513,"Mieszkanie z balkonem, windą i widokiem na las.","Gdynia, Cisowa, Zbożowa",410 000 zł,6 832 zł/m²,"60,01",3,"Piętro
7/10",balkon,garaż/miejsce parkingowe,wtórny,1983,blok,tak,miejskie
1514,"Przestronne 3 Pokoje, Mały Kack Gdynia","Gdynia, Mały Kack, Wzgórze Bernadowo",975 000 zł,9 839 zł/m²,"99,1",3,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,1997,blok,nie,miejskie
1515,"! 2008r z halą, 3pokoje+kuchnia,balkon,Plaża i las","Gdynia, Pogórze, Żeliwna",469 000 zł,7 408 zł/m²,"63,31",3,"Piętro
2/10",balkon,garaż/miejsce parkingowe,wtórny,2008,blok,tak,miejskie
1516,Gdynia Wzgórze Maksymiliana,"Gdynia, Wzgórze Św. Maksymiliana",750 000 zł,13 158 zł/m²,57,3,"Piętro
4/4",zapytaj,zapytaj,wtórny,1965,blok,nie,miejskie
1517,Mieszkanie - Gdynia Mały Kack,"Gdynia, Mały Kack, Parkowa",670 788 zł,13 856 zł/m²,"48,41",2,"Piętro
parter/3",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,miejskie
1518,Słoneczny apartament z widokiem i dwoma balkonami,"Gdynia, Redłowo, Zwycięstwa",1 290 000 zł,14 785 zł/m²,"87,25",4,"Piętro
3/8",balkon,garaż/miejsce parkingowe,pierwotny,2021,brak,nie,zapytaj
1519,"Gotowiec inwestycyjny w centrum Gdyni. Roi 10,9%","Gdynia, Śródmieście, 10 Lutego",549 000 zł,7 911 zł/m²,"69,4",3,"Piętro
suterena/4",zapytaj,zapytaj,wtórny,1936,kamienica,nie,elektryczne
1520,4 pokoje Gdynia Oksywie promocyjna cena!,"Gdynia, Oksywie",502 522 zł,8 450 zł/m²,"59,47",4,"Piętro
1/3",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1521,Ostatnie trzy pokoje. Gotowe do wydania. Gdynia,"Gdynia, Oksywie",527 568 zł,10 250 zł/m²,"51,47",4,"Piętro
1/3",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1522,Nowy 2-pok. apartament Kino Marynarz ogród garaż,"Gdynia, Obłuże, Bosmańska",590 000 zł,14 750 zł/m²,40,2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,tak,zapytaj
1523,Penthouse z widokiem na morze na granicy Orłowa,"Gdynia, Orłowo, Legionów",3 499 000 zł,32 101 zł/m²,109,4,"Piętro
7/7",zapytaj,zapytaj,wtórny,2021,brak,nie,zapytaj
1524,"Baltiq Plaza, 2-pokoje, balkon, komórka, hala","Gdynia, Śródmieście, Świętojańska",1 255 000 zł,28 452 zł/m²,"44,11",2,"Piętro
4/5",zapytaj,garaż/miejsce parkingowe,wtórny,2015,apartamentowiec,tak,miejskie
1525,Gdynia apartament dwupoziomowy w Art Deco centrum,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",1 300 000 zł,21 224 zł/m²,"61,25",4,"Piętro
3/4",zapytaj,garaż/miejsce parkingowe,wtórny,2019,brak,nie,zapytaj
1526,3/4 domu na własne mieszkanie lub 3 na wynajem,"Gdynia, Witomino, Gajowa",550 000 zł,8 088 zł/m²,68,3,"Piętro
1/2","balkon, ogródek, taras",zapytaj,wtórny,1937,brak,nie,zapytaj
1527,"Kawalerka w Redłowie, po kapitalnym remoncie.","Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",349 000 zł,15 664 zł/m²,"22,28",1,"Piętro
3/10",zapytaj,zapytaj,wtórny,1970,blok,tak,miejskie
1528,Mieszkanie Gdynia Obłuże!,"Sucharskiego, Gdynia, pomorskie",449 000 zł,8 456 zł/m²,"53,1",3,"Piętro
3/4",balkon,zapytaj,wtórny,1985,blok,nie,miejskie
1529,"Witomono - Mieszkanie 2 Pokoje,","Gdynia, Witomino, Widna",389 000 zł,11 102 zł/m²,"35,04",2,"Piętro
4/4",zapytaj,garaż/miejsce parkingowe,wtórny,1975,brak,nie,zapytaj
1530,Penthouse z widokiem na morze na granicy Orłowa,"Gdynia, Redłowo, Legionów",3 499 000 zł,32 101 zł/m²,109,4,"Piętro
7/7",taras,garaż/miejsce parkingowe,wtórny,2021,brak,nie,zapytaj
1531,Do własnej aranżacji - Wzgórze Św. Maksymialna,"Gdynia, Wzgórze Św. Maksymiliana, gen. Józefa Hallera",496 000 zł,9 920 zł/m²,50,2,"Piętro
parter/4",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1532,3 pokoje w Gdyni blisko lasu.,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",799 000 zł,11 066 zł/m²,"72,2",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2010,blok,tak,miejskie
1533,Mieszkanie Apartament Flat Wohnung,"Gdynia, Pogórze","369 938,50 zł",8 990 zł/m²,"41,15",2,"Piętro
parter/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2023,brak,nie,zapytaj
1534,"Mieszkanie, 15 m², Gdynia","Gdynia, Witomino",48 000 zł,3 200 zł/m²,15,1,"Piętro
zapytaj",zapytaj,zapytaj,wtórny,brak,brak,tak,miejskie
1535,Wygodne Mieszkanie Port Deco M44,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"56,79",3,"Piętro
7/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1536,Przestronne Mieszkanie Port Deco M46,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"97,65",4,"Piętro
7/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1537,Atrakcyjne mieszkanie w centrum Gdyni,"Gdynia, Śródmieście, Podjazd",1 000 000 zł,11 077 zł/m²,"90,28",4,"Piętro
3/5",zapytaj,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
1538,"Trzypokoje,Gdynia Mały Kack,Apartamenty na Polanie","Gdynia, Mały Kack, Strzelców",990 000 zł,13 775 zł/m²,"71,87",3,"Piętro
4/6",balkon,garaż/miejsce parkingowe,wtórny,2013,apartamentowiec,tak,miejskie
1539,Mieszkanie z garażem,"Gdynia, Orłowo, Bytomska",859 000 zł,11 476 zł/m²,"74,85",4,"Piętro
1/2",taras,garaż/miejsce parkingowe,wtórny,1938,kamienica,nie,gazowe
1540,2-pok.mieszkanie na Witominie,"Gdynia, Witomino, Widna",399 000 zł,11 387 zł/m²,"35,04",2,"Piętro
4/4",zapytaj,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
1541,Piękny widok - 4 pokoje + poddasze - 2 garaże,"Gdynia, Mały Kack, Wzgórze Bernadowo",1 150 000 zł,12 352 zł/m²,"93,1",4,"Piętro
1/2",zapytaj,garaż/miejsce parkingowe,wtórny,1995,brak,nie,gazowe
1542,Połowa domu w zabudowie bliźniaczej z tarasem,"Gdynia, Chylonia, Nowodworskiego",299 000 zł,4 600 zł/m²,65,3,"Piętro
parter/1","ogródek, taras",garaż/miejsce parkingowe,wtórny,1950,dom,nie,inne
1543,2 pokojowe mieszkanie w ścisłym centrum Gdyni!!,"Gdynia, Śródmieście, Hieronima Derdowskiego",570 000 zł,12 424 zł/m²,"45,88",2,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,1960,blok,nie,miejskie
1544,W pełni umeblowane 2 pokoje w nowym budownictwie,"Gdynia, Pogórze, Stanisława Staszica",429 000 zł,10 214 zł/m²,42,2,"Piętro
2/3",balkon,zapytaj,wtórny,2015,blok,nie,miejskie
1545,"Super cena,dla rodziny lub inwestora,3 pokoje,logg","Gdynia, Pogórze",399 000 zł,6 343 zł/m²,"62,9",3,"Piętro
4/4",zapytaj,zapytaj,wtórny,1988,blok,nie,miejskie
1546,"Mieszkanie, 55 m², Gdynia","Gdynia, Redłowo",540 000 zł,9 818 zł/m²,55,3,"Piętro
1/4",zapytaj,zapytaj,wtórny,1964,blok,nie,zapytaj
1547,3-pokojowe mieszkanie 62m2 + balkon,"ul. Cypriana Kamila Norwida, Gdynia, pomorskie",Zapytaj o cenę,,"62,68",3,"Piętro
2/2",balkon,garaż/miejsce parkingowe,-1,-1,-1,-1,zapytaj
1548,"2 pokoje, 45 m2, po remoncie, świetna lokalizacja!","Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599 000 zł,13 311 zł/m²,45,2,"Piętro
parter/3",zapytaj,zapytaj,wtórny,1929,kamienica,nie,gazowe
1549,Mieszkanie - Gdynia Pogórze,"Gdynia, Pogórze, płk. Stanisława Dąbka","384 752,50 zł",9 350 zł/m²,"41,15",2,"Piętro
parter/2",zapytaj,zapytaj,pierwotny,2022,brak,tak,miejskie
1550,Mieszkanie - Gdynia,"Gdynia, pomorskie",550 000 zł,10 185 zł/m²,54,3,"Piętro
5/11",balkon,garaż/miejsce parkingowe,wtórny,1973,blok,tak,miejskie
1551,Spółdzielczo-własnościowe 3-pokojowe z balkonem,"Gdynia, Grabówek",420 000 zł,7 119 zł/m²,59,3,"Piętro
2/2",balkon,zapytaj,wtórny,brak,blok,nie,elektryczne
1552,3 pokoje 70 m2 Gdynia Grabówek,"Gdynia, Grabówek, Stefana Okrzei",560 000 zł,7 985 zł/m²,"70,13",3,"Piętro
3/3",balkon,zapytaj,wtórny,1938,blok,nie,zapytaj
1553,Piękne mieszkanie z ogródkiem,"Gdynia, Pogórze",496 449 zł,7 980 zł/m²,"62,21",3,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,gazowe
1554,Komfortowe 4 pokojowe mieszkanie,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Romana Felińskiego",819 000 zł,10 992 zł/m²,"74,51",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2019,blok,tak,miejskie
1555,"Przestronne, słoneczne i bezczynszowe!","Gdynia, Działki Leśne, ul. Nowogrodzka",899 000 zł,12 680 zł/m²,"70,9",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,wtórny,1920,kamienica,nie,gazowe
1556,Prawdziwa gratka. Dwór Królowej Marysieńki.,"Gdynia, Orłowo, Świętopełka",4 550 000 zł,32 500 zł/m²,140,4,"Piętro
2/2","ogródek, taras",garaż/miejsce parkingowe,wtórny,2003,apartamentowiec,tak,zapytaj
1557,Luksusowe mieszkanie w Gdyni Redłowie!,"Zwycięstwa, Gdynia, pomorskie",732 240 zł,16 200 zł/m²,"45,2",2,"Piętro
5/8",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1558,Wygodne Mieszkanie Port Deco M33,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"54,47",3,"Piętro
5/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1559,Trzypokojowe Mieszkanie Port Deco M15,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"54,49",3,"Piętro
2/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1560,Przytulne Mieszkanie w inwestycji Port Deco M52,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"56,51",3,"Piętro
9/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1561,Apartament w najlepszej lokalizacji!,"Gdynia, Śródmieście",651 222 zł,22 188 zł/m²,"29,35",1,"Piętro
2/3",zapytaj,zapytaj,pierwotny,brak,brak,nie,zapytaj
1562,Apartament w najlepszej lokalizacji!,"Gdynia, Śródmieście",1 773 739 zł,19 194 zł/m²,"92,41",4,"Piętro
3/3",zapytaj,zapytaj,pierwotny,brak,brak,nie,zapytaj
1563,Mieszkanie - Gdynia Śródmieście,"Gdynia, Śródmieście",425 000 zł,11 806 zł/m²,36,2,"Piętro
10/7",balkon,garaż/miejsce parkingowe,wtórny,1970,blok,tak,miejskie
1564,3 pokojowe mieszkanie Gdynia Obłuże,"Gdynia, Obłuże, płk. Stanisława Dąbka",461 000 zł,7 748 zł/m²,"59,5",3,"Piętro
3/10",balkon,zapytaj,wtórny,1978,blok,tak,miejskie
1565,dwupoziomowe mieszkanie w Gdyni,"Gdynia, Cisowa, Chylońska",670 000 zł,7 882 zł/m²,85,5,"Piętro
1/2",zapytaj,zapytaj,wtórny,1929,kamienica,nie,miejskie
1566,"Orłowo, kamienica, 2-3 pokoje, reprezentatywne.","Gdynia, Orłowo",1 290 000 zł,18 429 zł/m²,70,2,"Piętro
2",zapytaj,garaż/miejsce parkingowe,wtórny,1938,kamienica,nie,zapytaj
1567,Mieszkanie - Gdynia Wielki Kack,"Gdynia, Wielki Kack, Starochwaszczyńska",509 000 zł,12 546 zł/m²,"40,57",2,"Piętro
2/3",zapytaj,zapytaj,wtórny,2019,brak,nie,miejskie
1568,2-pokojowe mieszkanie Gdynia Oksywie,"Gdynia, Oksywie, inż. J. Śmidowicza",399 000 zł,6 809 zł/m²,"58,6",2,"Piętro
2/2",balkon,zapytaj,wtórny,1936,kamienica,nie,gazowe
1569,Kawalerka inwestycyjna w centrum Gdyni!,"Gdynia, Śródmieście, Świętojańska",299 000 zł,13 907 zł/m²,"21,5",1,"Piętro
2/5",balkon,zapytaj,wtórny,1936,kamienica,nie,miejskie
1570,"4 pokoje Brama Sopocka, słoneczny taras 30 m2 !","Gdynia, Mały Kack, Podleśna",1 080 000 zł,10 927 zł/m²,"98,84",4,"Piętro
2/2","balkon, taras",garaż/miejsce parkingowe,wtórny,2018,apartamentowiec,tak,inne
1571,3pokoje na nowym osiedlu,"Gdynia, pomorskie",569 000 zł,10 345 zł/m²,55,3,"Piętro
1/8",balkon,zapytaj,wtórny,2018,brak,tak,miejskie
1572,Atrakcyjne 2-pok na nowoczesnym osiedlu!,"Gdynia, Mały Kack, Strzelców",749 000 zł,15 637 zł/m²,"47,9",2,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,wtórny,2017,apartamentowiec,tak,miejskie
1573,3-pokojowe z możliwością przerobienia na 4-ro!,"Gdynia, Obłuże, Konstantego Maciejewicza",519 999 zł,7 143 zł/m²,"72,8",4,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,1980,brak,nie,miejskie
1574,Mieszkanie z ogromnym potencjałem w centrum,"Gdynia, Śródmieście, Wójta Radtkego",879 000 zł,9 365 zł/m²,"93,86",4,"Piętro
3/4",zapytaj,zapytaj,wtórny,1940,brak,nie,miejskie
1575,Obłuże / 3 pokoje / świetna lokalizacja!,"Gdynia, Obłuże, Konstantego Maciejewicza",519 999 zł,7 143 zł/m²,"72,8",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,1980,brak,nie,miejskie
1576,"Magiczne, bezczynszowe, 3-pokoje","Gdynia, Karwiny, Stanisławy Fleszarowej-Muskat",680 000 zł,8 739 zł/m²,"77,81",3,"Piętro
3/3",ogródek,zapytaj,wtórny,1997,blok,nie,gazowe
1577,4 pokoje Gdynia Obłuże - nowe od dewelopera,"Gdynia, Obłuże, inż. J. Śmidowicza",502 522 zł,8 450 zł/m²,"59,47",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
1578,Jasne 3 Pokojowe,"Gdynia, Chylonia, Morska",469 000 zł,8 849 zł/m²,53,3,"Piętro
6/10",balkon,zapytaj,wtórny,brak,brak,nie,zapytaj
1579,Ekskluzywny apartament na Małym Kacku,"Gdynia, Mały Kack, Leśna",1 149 000 zł,14 753 zł/m²,"77,88",3,"Piętro
parter/3",taras,garaż/miejsce parkingowe,wtórny,2009,apartamentowiec,nie,miejskie
1580,Wygodne Mieszkanie Port Deco M5,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"57,05",3,"Piętro
parter/11",taras,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1581,Nowe Mieszkanie Port Deco M29,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"54,47",3,"Piętro
4/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1582,Apartament w Nowym Orłowie,"Gdynia, Orłowo, Spacerowa",1 950 000 zł,37 500 zł/m²,52,2,"Piętro
parter/3","ogródek, taras",garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
1583,Apartament blisko morza z pięknym widokiem,"Gdynia, Redłowo, Legionów",1 390 000 zł,17 970 zł/m²,"77,35",3,"Piętro
3/7",zapytaj,zapytaj,wtórny,2021,apartamentowiec,tak,miejskie
1584,Trzypokojowe mieszkanie z widokiem na morze,"Gdynia, Redłowo, Legionów",1 149 000 zł,16 877 zł/m²,"68,08",3,"Piętro
> 10/12",zapytaj,garaż/miejsce parkingowe,wtórny,2006,brak,nie,zapytaj
1585,Piękne mieszkanie blisko morza,"Gdynia, Oksywie, inż. J. Śmidowicza",506 502 zł,8 550 zł/m²,"59,24",4,"Piętro
2/4",zapytaj,zapytaj,pierwotny,2021,blok,tak,miejskie
1586,Piękny Apartament W Malowniczym Redłowie,"Gdynia, Redłowo, Powstania Wielkopolskiego",1 500 000 zł,18 987 zł/m²,79,3,"Piętro
3/3",zapytaj,zapytaj,wtórny,2015,blok,nie,zapytaj
1587,Apartamenty Norwida,"Gdynia, Wzgórze Św. Maksymiliana",1 348 785 zł,17 839 zł/m²,"75,61",3,"Piętro
2/6",balkon,zapytaj,pierwotny,2022,apartamentowiec,tak,miejskie
1588,"4-pokojowe mieszkanie blisko morza, po remoncie!","Gdynia, Oksywie",599 000 zł,8 251 zł/m²,"72,6",4,"Piętro
1/4",zapytaj,zapytaj,wtórny,1982,blok,nie,miejskie
1589,"4-pokojowe mieszkanie blisko morza, po remoncie!","Gdynia, Obłuże",599 000 zł,8 251 zł/m²,"72,6",4,"Piętro
1/4",zapytaj,zapytaj,wtórny,1982,blok,nie,miejskie
1590,Mieszkanie 4 Pokojowe Gdynia Sopocka,"Sopocka, Gdynia, pomorskie",920 000 zł,8 598 zł/m²,107,4,"Piętro
1/2",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1591,"Gdynia, nie tylko dla inwestora","Gdynia, Pogórze, adm. J. Unruga",410 000 zł,6 518 zł/m²,"62,9",3,"Piętro
4/4",balkon,zapytaj,wtórny,1986,blok,nie,miejskie
1592,2 Pokoje z bardzo dobra komunikacją,"Gdynia, Chylonia, Chylońska",329 000 zł,8 681 zł/m²,"37,9",2,"Piętro
2/10",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1593,Nowoczesne Mieszkanie w inwestycji Port Deco M23,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"57,25",3,"Piętro
3/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1594,Gdynia Redłowo mieszkanie z pięknym widokiem,"Gdynia, Redłowo",620 000 zł,14 419 zł/m²,43,2,"Piętro
6/10",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
1595,Idealne pod inwestycję - działający biznes!,"Gdynia, Śródmieście, Morska",970 000 zł,9 898 zł/m²,98,6,"Piętro
3/4",zapytaj,garaż/miejsce parkingowe,wtórny,1938,kamienica,nie,miejskie
1596,Interujące 2-pokojowe mieszkanie/Chylonia,"Gdynia, Cisowa, Chylońska",409 000 zł,8 629 zł/m²,"47,4",2,"Piętro
parter/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1597,Dąbrowa - funkcjonalny dwupoziomowy lokal,"Gdynia, Dąbrowa",925 000 zł,7 198 zł/m²,"128,5",4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2001,blok,nie,miejskie
1598,Komfortowy i przestronny apartament na 16 piętrze,"Gdynia, Śródmieście, Węglowa",2 681 640 zł,20 224 zł/m²,"132,6",5,"Piętro
> 10/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1599,Przestronny apartament w nadmorskiej lokalizacji,"Gdynia, Mały Kack, Bernadowo, Bernadowska",2 383 949 zł,18 019 zł/m²,"132,3",4,"Piętro
2/2",balkon,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1600,Gdynia z nowej perspektywy,"Gdynia, Śródmieście, Węglowa","2 738 923,20 zł",20 656 zł/m²,"132,6",5,"Piętro
> 10/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1601,Mieszkanie w sercu Gdyni!,"Gdynia, Śródmieście, Węglowa","829 429,20 zł",17 352 zł/m²,"47,8",1,"Piętro
4/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1602,Gdynia mieszkanie 2 pokojowe z widokiem na morze,"Gdynia, Kamienna Góra",1 195 000 zł,22 981 zł/m²,52,2,"Piętro
1/2",taras,zapytaj,wtórny,2009,apartamentowiec,tak,miejskie
1603,3-pok.mieszkanie do własnej aranżacji na Dąbrowie,"Gdynia, Dąbrowa, Lukrecjowa",460 000 zł,8 244 zł/m²,"55,8",3,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,1994,blok,nie,miejskie
1604,"Nowy apartament loft, studio Działki Leśne garaż","Gdynia, Działki Leśne, Szczecińska",619 920 zł,14 760 zł/m²,42,1,"Piętro
parter/3",zapytaj,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,nie,zapytaj
1605,4 pokoje z 2 łazienkami i dużym tarasem,"Gdynia, Chwarzno-Wiczlino",630 000 zł,9 130 zł/m²,69,4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,brak,brak,nie,zapytaj
1606,Gdynia Cisowa dwu pokojowe mieszkanie Okazja!!,"Gdynia, Cisowa, Zbożowa",365 000 zł,7 449 zł/m²,49,2,"Piętro
6/10",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1607,Piękny apartament 3 pok w Gdyni z miejscem w hali,"Gdynia, Leszczynki, Bronisława Dembińskiego",750 000 zł,13 179 zł/m²,"56,91",3,"Piętro
1",balkon,zapytaj,wtórny,brak,brak,nie,zapytaj
1608,"Mieszkanie Z Pięknym Ogrodem , Willa Park Gdynia","Gdynia, Dąbrowa, Miętowa",680 000 zł,11 333 zł/m²,60,2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,wtórny,2018,brak,tak,miejskie
